Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;OrdenEntidad;Entidad Centralizada;ID del Proceso;Referencia del Proceso;PCI;ID del Portafolio;Nombre del Procedimiento;Descripción del Procedimiento;Fase;Fecha de Publicacion del Proceso;Fecha de Ultima Publicación;Fecha de Publicacion (Fase Planeacion Precalificacion);Fecha de Publicacion (Fase Seleccion Precalificacion);Fecha de Publicacion (Manifestacion de Interes);Fecha de Publicacion (Fase Borrador);Fecha de Publicacion (Fase Seleccion);Precio Base;Modalidad de Contratacion;Justificación Modalidad de Contratación;Duracion;Unidad de Duracion;Fecha de Recepcion de Respuestas;Fecha de Apertura de Respuesta;Fecha de Apertura Efectiva;Ciudad de la Unidad de Contratación;Nombre de la Unidad de Contratación;Proveedores Invitados;Proveedores con Invitacion Directa;Visualizaciones del Procedimiento;Proveedores que Manifestaron Interes;Respuestas al Procedimiento;Respuestas Externas;Conteo de Respuestas a Ofertas;Proveedores Unicos con Respuestas;Numero de Lotes;Estado del Procedimiento;ID Estado del Procedimiento;Adjudicado;ID Adjudicacion;CodigoProveedor;Departamento Proveedor;Ciudad Proveedor;Fecha Adjudicacion;Valor Total Adjudicacion;Nombre del Adjudicador;Nombre del Proveedor Adjudicado;NIT del Proveedor Adjudicado;Codigo Principal de Categoria;Estado de Apertura del Proceso;Tipo de Contrato;Subtipo de Contrato;Categorias Adicionales;URLProceso;Codigo Entidad;Estado Resumen
ALCALDIA MUNICIPIO DE CALARCA;890000441;Quindío;Calarca;Territorial;Centralizada;CO1.REQ.7251904;CONTRATO INTERADMINISTRATIVO No 007-2024;704291491;CO1.BDOS.7114284;"PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE ACTIVIDADES DE LA EXALTACIÓN CULTURAL; MUSICAL; LITERARIA; PATRIMONIAL; LOGISTICAS; DE INCLUSIÓN SOCIAL Y DEPORTIVA EN EL MUNICIPIO DE CALARCA Y EN LAS F";PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE ACTIVIDADES DE LA EXALTACIÓN CULTURAL, MUSICAL, LITERARIA, PATRIMONIAL, LOGÍSTICAS, DE INCLUSIÓN SOCIAL Y DEPORTIVA EN EL MUNICIPIO DE CALARCA Y EN LAS FIESTAS ANIVERSARIAS DE LOS CORREGIMIENTOS DE BARCELONA Y QUEBRADANEGRA Y FIESTAS NAVIDEÑAS DE FIN DE AÑO;Presentación de oferta;;;;;;;;619,500,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);25;día(s);11/29/2024;;11/29/2024;Calarca;UNIDAD DE CONTRATACION DIRECTA;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2107903;710427048;Valle del Cauca;Cali;11/29/2024;619,500,000;FRANCISCO JAVIER ALZATE MURILLO;FONPACIFICO;901039684;V1.93141701;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7134819;704,291,491;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.2186015;11-006-2021;704960004;CO1.BDOS.2126310;11-006-2021 AUNAR ESFUERZOS DIG HACIENDA;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE CARTAGO Y FONPACIFICO, PARA LA ORGANIZACIÓN Y DIGITALIZACIÓN DOCUMENTAL EN EL MARCO DEL PROCESO DE GESTIÓN DOCUMENTAL FASE 1, QUE CONTRIBUYA AL FORTALECIMIENTO DE LA GESTIÓN FINANCIERA Y TRIBUTARIA DE LA SECRETARIA DE HACIENDA DEL MUNICIPIO;Presentación de oferta;07/27/2021;07/27/2021;;;;;07/27/2021;239,993,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);5;Mes(es);07/27/2021;;07/27/2021;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1079334;710427048;Valle del Cauca;Cali;07/27/2021;239,993,000;ROSA BIBIANA VELASQUEZ MUNAR;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2127331;704,960,004;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.5600204;CONVENIO-002-2024;704260173;CO1.BDOS.5482946;CONVENIO-002-2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACÍFICO, PARA LA IMPLEMENTACIÓN DEL MODELO INTEGRADO DE PLANEACIÓN Y GESTIÓN - MIPG, EN CUMPLIMIENTO DEL DECRETO 1499 DE 2017 Y LA IMPLEMENTACIÓN DE LAS ACTIVIDADES RELACIONADAS EN LA VIGENCIA 2024, SEGÚN EL MAPA DE RUTA DEL PLAN ESTRATÉGICO DE TECNOLOGÍAS DE LA INFORMACIÓN - PETI, EN EL MARCO DE LA POLÍTICA DE GOBIERNO DIGITAL PARA LA ADMINISTRACIÓN MUNICIPAL DE LA UNIÓN, VALLE DEL;Presentación de oferta;01/23/2024;01/23/2024;;;;;01/23/2024;66,117,905;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);343;día(s);01/24/2024;;01/23/2024;La Unión;DEPARTAMENTO JURÍDICO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1833306;710427048;Valle del Cauca;Cali;01/23/2024;66,117,905;GERMAN VILLAQUIRAN;FONPACIFICO;901039684;V1.80101505;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5492308;704,260,173;Adjudicado
CONCEJO MUNICIPAL CARTAGO;900215967;Valle del Cauca;Cartago;Territorial;Descentralizada;CO1.REQ.5927488;CONVENIO CMC-001-003 DE 2024;719505695;CO1.BDOS.5810944;CONVENIO INTERADMINISTRATIVO;AUNAR ESFUERZOS ADMINISTRATIVOS, TÉCNICOS Y FINANCIEROS ENTRE EL CONCEJO MUNICIPAL DE CARTAGO Y FONPACIFICO, PARA LA ACTUALIZACIÓN E IMPLEMENTACIÓN DEL PLAN ANTICORRUPCIÓN Y ATENCIÓN AL CIUDADANO VIGENCIA 2024 DEL CONCEJO MUNICIPAL DE CARTAGO, VALLE DEL CAUCA.;Presentación de oferta;3/11/2024;3/11/2024;;;;;3/11/2024;18,000,000;Contratación directa;Servicios profesionales y apoyo a la gestión;255;día(s);;;;Cartago;CONCEJO MUNICIPAL CARTAGO VALLE;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80111620;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5817685;719,505,695;Adjudicado
MUNICIPIO CANDELARIA;891380038;Valle del Cauca;Candelaria;Territorial;Centralizada;CO1.REQ.2444120;MDC-SMA-CDCO-003-2021;701400236;CO1.BDOS.2373116;CONVENIO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE CANDELARIA Y FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO;CONVENIO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE CANDELARIA Y FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO PARA LA REALIZACION DE ACTIVIDADES INTEGRALES DE INTERVENCION A LA VEGETACION, ORIENTADAS A LA PODA PREVENTIVA O CORRECTIVA DEL ARBOLADO URBANO Y RURAL DESTINADO A REDUCIR O MITIGAR ESCENARIOS DE RIESGO EN EL MUNICIPIO DE CANDELARIA VALLE.;Presentación de oferta;11/11/2021;11/11/2021;;;;;11/11/2021;357,265,500;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);11/11/2021;;11/11/2021;Candelaria;SECRETARIA DE DESARROLLO RURAL Y SOSTENIBILIDAD AMBIENTAL;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1169906;710427048;Valle del Cauca;Cali;11/12/2021;392,992,050;ELVAR SANTIAGO URIBE CALDERON;FONPACIFICO;901039684;V1.70111503;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2382707;701,400,236;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.4748761;CONVENIO-015-2023;704260173;CO1.BDOS.4643175;CONVENIO-015-20232;AUNAR ESFUERZOS Y RECURSOS ADMINISTRATIVOS, TÉCNICOS Y FINANCIEROS PARA LA GERENCIA INTEGRAL DE LAS ACTIVIDADES QUE COMPRENDEN EL PROYECTO DE MEJORAMIENTO DE LA MALLA VIAL EN LAS VÍAS URBANAS Y RURALES, EN EL MARCO DE LA LÍNEA ESTRATÉGICA LA UNIÓN COMPETITIVA DEL PLAN DE DESARROLLO DENOMINADO  ME LA JUEGO POR LA UNIÓN 2020  2023 DEL MUNICIPIO DE LA UNIÓN VALLE;Presentación de oferta;06/27/2023;06/27/2023;;;;;06/27/2023;1,195,428,702;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);187;día(s);06/28/2023;;06/27/2023;La Unión;DEPARTAMENTO JURÍDICO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1655408;710427048;Valle del Cauca;Cali;06/28/2023;1,195,428,702;WILLIAM FERNANDO PALOMINO ZÚÑIGA;FONPACIFICO;901039684;V1.81101500;Abierto;Otro;No Definido;V180101600;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4649830;704,260,173;Adjudicado
PERSONERIA MUNICIPAL DE CARTAGO;8919004932;Valle del Cauca;Cartago;Territorial;Descentralizada;CO1.REQ.6282679;CI-001 DE 2024;720064302;CO1.BDOS.6160936;AUNAR ESFUERZOS ACTIVIDADES SGI-POLITICA RIESGOS-ACT PROCESO Y PROCEDIMIENTO-ACT PLAN ANTICORRUPCION;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS PARA EJECUTAR ACTIVIDADES ENCAMINADAS AL DESARROLLO DEL SISTEMA DE CONTROL INTERNO (SGI) Y POLITICA DE RIESGO, ACTUALIZACIÓN DE LOS PROCESOS Y PROCEDIMIENTOS, Y ACTUALIZACIÓN DEL PLAN ANTICORRUPCIÓN DE LA PERSONERÍA MUNICIPAL DE CARTAGO;Presentación de oferta;05/23/2024;05/23/2024;;;;;05/23/2024;20,800,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);05/23/2024;;05/23/2024;Cartago;CONTRATACIÓN PERSONERÍA;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1936401;710427048;Valle del Cauca;Cali;05/24/2024;20,800,000;PERSONERIA MUNICIPAL DE CARTAGO;FONPACIFICO;901039684;V1.80111620;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6169274;720,064,302;Adjudicado
MUNICIPIO DE FLORENCIA;800095728;Caquetá;Florencia;Territorial;Centralizada;CO1.REQ.4321174;COV-OAJC-002-2023;704035211;CO1.BDOS.4222159;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS Y HUMANOS CON LA ALCALDIA MUNICIPAL DE FLORENCIA PARA PRESTAR APOYO PARA PARA LA DIGITALIZACIÓN DE LA SERIE DE CONTRATOS; CON LAS SUBSERIES RELAC";PRESTAR APOYO PARA LA DIGITALIZACIÓN DE LA SERIE DE CONTRATOS, CON LAS SUBSERIES RELACIONADAS A LAS DISTINTAS MODALIDADES DE CONTRATACIÓN DE LA ALCALDÍA MUNICIPAL DE FLORENCIA EN CUANTO A LAS VIGENCIAS 2020,2021,2022 Y LOS EJECUTADOS DE LA VIGENCIA 2023, ASÍ MISMO, CARGAR LO DIGITALIZADO EN EL SOFTWARE QUE INDIQUE LA ENTIDAD;Presentación de oferta;03/27/2023;03/27/2023;;;;;03/27/2023;400,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);6;Mes(es);;;;Florencia;G.I.T. Contratación;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.86101700;Abierto;Otro;No Definido;V144111500, V144122000, V178131600, V180111600;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4224730;704,035,211;Adjudicado
ALCALDIA MUNICIPIO DE QUIBDO;891680011;Chocó;Quibdó;Territorial;Centralizada;CO1.REQ.2083616;CD Nº 379 - 2021;703035956;CO1.BDOS.2024578;FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL;AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA EL CONTROL, PRESERVACION Y EL MEJORAMIENTO DEL ESPACIO PÚBLICO MEDIANTE EL DISEÑO E IMPLEMENTACION DE CAMPAÑAS Y ESTRATEGIAS DE PROTECCION Y ACCIONES DE RECUPERACION EN EL MUNICIPIO DE QUIBDO.;Presentación de oferta;6/10/2021;6/10/2021;;;;;6/10/2021;638,860,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);4;Mes(es);6/12/2021;;6/10/2021;Quibdó;CONTRATACION;293;2;2;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1043631;710427048;Valle del Cauca;Cali;06/15/2021;638,860,000;JHON ALEX CASTRO;FONPACIFICO;901039684;V1.83121700;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2027720;703,035,956;Adjudicado
ALCALDÍA MUNICIPAL DE ROLDANILLO;891900289;Valle del Cauca;Roldanillo;Nacional;Centralizada;CO1.REQ.7307187;2024287;704271436;CO1.BDOS.7171181;"EN DESARROLLO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL No. CM-008-2024; AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS QUE PERMITAN EL FORTALECIMIENTO INSTITUCIONAL Y LA GOBERNABIL";EN DESARROLLO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL No. CM-008-2024, AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS QUE PERMITAN EL FORTALECIMIENTO INSTITUCIONAL Y LA GOBERNABILIDAD EN EL MUNICIPIO DE ROLDANILLO - VALLE DEL CAUCA;Presentación de oferta;;;;;;;;84,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);12/12/2024;;12/11/2024;Roldanillo;Oficina de contratación;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2126315;710427048;Valle del Cauca;Cali;12/13/2024;84,000,000;JORGE ENRIQUE HOLGUIN VARELA;FONPACIFICO;901039684;V1.80101504;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7191505;704,271,436;Adjudicado
MUNICIPIO DE SALENTO;890001127;Quindío;Salento;Territorial;Centralizada;CO1.REQ.5503646;convenio interadministrativo 01;705325868;CO1.BDOS.5385660;convenio interadministrativo;Aunar esfuerzos entre el municipio de Salento Quindío y el Fondo Mixto de Etnocultura y Desarrollo Social- FONPACÍFICO , para la realización de las fiestas conmemorativas al paso del libertador 35ª versión;Presentación de oferta;1/05/2024;1/05/2024;;;;;1/05/2024;190,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);9;día(s);;;;Salento;PLAN ANUAL DE ADQUISICIONES;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93141702;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5397882;705,325,868;Adjudicado
MUNICIPIO DE ZARZAL;891900624;Valle del Cauca;No Definido;Territorial;Centralizada;CO1.REQ.4520960;CD-220-2023;704247279;CO1.BDOS.4413532;CULTURA;LOGÍSTICA ACTIVIDADES CULTURALES.;Presentación de oferta;05/15/2023;05/15/2023;;;;;05/15/2023;391,982,510;Contratación directa;Servicios profesionales y apoyo a la gestión;213;día(s);;;;Zarzal;MUNICIPIO DE ZARZAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80141902;Abierto;Prestación de servicios;No Definido;V193141701;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4423338;704,247,279;Adjudicado
ALCALDIA MUNICIPIO DE CIRCASIA QUINDIO;890001044;Quindío;Circasia;Territorial;Centralizada;CO1.REQ.6641331;Convenio Interadministrativo N°003 de 2024;704996578;CO1.BDOS.6515462;Convenio Interadministrativo;AUNAR ESFUERZOS EN EL DESARROLLO DE LAS ESTRATEGIAS CONTEMPLADAS EN EL PLAN DE DESARROLLO  JUNTOS PODEMOS 2024-2027 , TENDIENTES A FOMENTAR LA RECREACIÓN, LA ACTIVIDAD FÍSICA, EL DEPORTE, EL ACCESO EFECTIVO A PROCESOS CULTURALES Y ARTÍSTICOS, ASÍ COMO PARA GARANTIZAR LA INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;Presentación de oferta;8/09/2024;8/09/2024;;;;;8/09/2024;240,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);15;día(s);;;;Circasia;SECRETARIA DE GOBIERNO Y DESARROLLO SOCIAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93141701;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6525675;704,996,578;Adjudicado
ALCALDÍA MUNICIPAL DE ROLDANILLO;891900289;Valle del Cauca;Roldanillo;Nacional;Centralizada;CO1.REQ.6599054;2024203;704271436;CO1.BDOS.6473637;"EN DESARROLLO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL No. CM-008-2024; AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA LLEVAR A CABO LA EJECUCIÓN DE LOS ESTUDIOS Y DISEÑOS QUE";"EN DESARROLLO DEL CONVENIO MARCO DE ASOCIACIÓN INTERINSTITUCIONAL No. CM-008-2024, AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA LLEVAR A CABO LA EJECUCIÓN DE LOS ESTUDIOS Y DISEÑOS QUE SE REQUIEREN EN EL EN EL MUNICIPIO DE ROLDANILLO VALLE DEL CAUCA PARA: 1) CONSTRUCCIÓN DEL ESPACIO PUBLICO DESTINADO PARA ÁREAS DE USO CULTURAL, TURÍSTICO, RECREATIVO EN EL CERRO DE LAS TRES CRUCES EN EL MUNICIPIO DE ROLDANILLO VALLE DEL CAUCA;  2) MEJORAMIENTO DEL PARQUE DEL CORREGIMIENTO DE MOREL";Presentación de oferta;8/01/2024;8/01/2024;;;;;8/01/2024;266,063,645;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);8/01/2024;;8/01/2024;Roldanillo;Oficina de contratación;1;1;1;0;1;0;0;1;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80101600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6482924;704,271,436;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.3288172;11-011-2022;704960004;CO1.BDOS.3202069;"ELABORAR LA CLASIFICACION; ORGANIZACION; DEPURACION; ORDENACION; DESRIPCION; FOLIACION RE-ALMACENAMIENTO; DIGITALIZZACION DEL FONDO DOUMENTAL DIRECCION DE RENTAS";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE EL MUNICIPIO DE CARTAGO Y FONPACIFICO, PARA ELABORAR LA CLASIFICACIÓN, ORGANIZACIÓN, DEPURACIÓN, ORDENACIÓN, DESCRIPCIÓN, FOLIACIÓN, RE-ALMACENAMIENTO, DIGITALIZACIÓN DEL FONDO DOCUMENTAL DIRECCION DE RENTAS DE LA SECRETARIA DE HACIENDA DE CARTAGO CON SU RESPECTIVO INVENTARIO DOCUMENTAL, EN CUMPLIMIENTO CON LA LEY 594 DE 2000 Y SUS REGLAMENTARIOS. EN SU FASE 2;Presentación de oferta;08/29/2022;08/29/2022;;;;;08/29/2022;299,997,924;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);4;Mes(es);08/29/2022;;08/29/2022;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1,832;1;2;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1404763;710427048;Valle del Cauca;Cali;08/29/2022;299,997,924;ADAMILA DEL PILAR JARAMILLO RIOS;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3205047;704,960,004;Adjudicado
